"Drug","Neuroticism","Extraversion","Openness","Agreeableness","Cscore","Usage","Education"
"VSA","38","22","20","23","15","CL2","Some College"
"Alcohol","38","12","28","18","14","CL5","Trade School"
"Amphet","38","12","28","18","14","CL5","Trade School"
"Amyl","38","12","28","18","14","CL0","Trade School"
"Benzos","38","12","28","18","14","CL4","Trade School"
"Caff","38","12","28","18","14","CL5","Trade School"
"Cannabis","38","12","28","18","14","CL6","Trade School"
"Choc","38","12","28","18","14","CL6","Trade School"
"Coke","38","12","28","18","14","CL2","Trade School"
"Crack","38","12","28","18","14","CL0","Trade School"
"Ecstasy","38","12","28","18","14","CL4","Trade School"
"Heroin","38","12","28","18","14","CL0","Trade School"
"Ketamine","38","12","28","18","14","CL3","Trade School"
"Legalh","38","12","28","18","14","CL5","Trade School"
"LSD","38","12","28","18","14","CL5","Trade School"
"Meth","38","12","28","18","14","CL2","Trade School"
"Mushrooms","38","12","28","18","14","CL5","Trade School"
"Nicotine","38","12","28","18","14","CL6","Trade School"
"Semer","38","12","28","18","14","CL0","Trade School"
"VSA","38","12","28","18","14","CL0","Trade School"
"Alcohol","24"," 3","29","33","28","CL3","Trade School"
"Amphet","24"," 3","29","33","28","CL6","Trade School"
"Amyl","24"," 3","29","33","28","CL3","Trade School"
"Benzos","24"," 3","29","33","28","CL5","Trade School"
"Caff","24"," 3","29","33","28","CL6","Trade School"
"Cannabis","24"," 3","29","33","28","CL3","Trade School"
"Choc","24"," 3","29","33","28","CL3","Trade School"
"Coke","24"," 3","29","33","28","CL5","Trade School"
"Crack","24"," 3","29","33","28","CL0","Trade School"
"Ecstasy","24"," 3","29","33","28","CL5","Trade School"
"Heroin","24"," 3","29","33","28","CL0","Trade School"
"Ketamine","24"," 3","29","33","28","CL5","Trade School"
"Legalh","24"," 3","29","33","28","CL5","Trade School"
"LSD","24"," 3","29","33","28","CL5","Trade School"
"Meth","24"," 3","29","33","28","CL5","Trade School"
"Mushrooms","24"," 3","29","33","28","CL4","Trade School"
"Nicotine","24"," 3","29","33","28","CL6","Trade School"
"Semer","24"," 3","29","33","28","CL0","Trade School"
"VSA","24"," 3","29","33","28","CL0","Trade School"
"Alcohol","33","37","32","25","20","CL4","Some College"
"Amphet","33","37","32","25","20","CL6","Some College"
"Amyl","33","37","32","25","20","CL3","Some College"
"Benzos","33","37","32","25","20","CL4","Some College"
"Caff","33","37","32","25","20","CL6","Some College"
"Cannabis","33","37","32","25","20","CL3","Some College"
"Choc","33","37","32","25","20","CL6","Some College"
"Coke","33","37","32","25","20","CL3","Some College"
"Crack","33","37","32","25","20","CL0","Some College"
"Ecstasy","33","37","32","25","20","CL3","Some College"
"Heroin","33","37","32","25","20","CL2","Some College"
"Ketamine","33","37","32","25","20","CL0","Some College"
"Legalh","33","37","32","25","20","CL5","Some College"
"LSD","33","37","32","25","20","CL5","Some College"
"Meth","33","37","32","25","20","CL3","Some College"
"Mushrooms","33","37","32","25","20","CL5","Some College"
"Nicotine","33","37","32","25","20","CL6","Some College"
"Semer","33","37","32","25","20","CL0","Some College"
"VSA","33","37","32","25","20","CL3","Some College"
"Alcohol","40"," 7","29","27","14","CL2","18"
"Amphet","40"," 7","29","27","14","CL2","18"
"Amyl","40"," 7","29","27","14","CL0","18"
"Benzos","40"," 7","29","27","14","CL2","18"
"Caff","40"," 7","29","27","14","CL6","18"
"Cannabis","40"," 7","29","27","14","CL6","18"
"Choc","40"," 7","29","27","14","CL5","18"
"Coke","40"," 7","29","27","14","CL0","18"
"Crack","40"," 7","29","27","14","CL0","18"
"Ecstasy","40"," 7","29","27","14","CL2","18"
"Heroin","40"," 7","29","27","14","CL0","18"
"Ketamine","40"," 7","29","27","14","CL0","18"
"Legalh","40"," 7","29","27","14","CL3","18"
"LSD","40"," 7","29","27","14","CL2","18"
"Meth","40"," 7","29","27","14","CL2","18"
"Mushrooms","40"," 7","29","27","14","CL3","18"
"Nicotine","40"," 7","29","27","14","CL6","18"
"Semer","40"," 7","29","27","14","CL0","18"
"VSA","40"," 7","29","27","14","CL2","18"
"Alcohol","33","32","23","16","18","CL6","16"
"Amphet","33","32","23","16","18","CL4","16"
"Amyl","33","32","23","16","18","CL0","16"
"Benzos","33","32","23","16","18","CL0","16"
"Caff","33","32","23","16","18","CL6","16"
"Cannabis","33","32","23","16","18","CL4","16"
"Choc","33","32","23","16","18","CL3","16"
"Coke","33","32","23","16","18","CL0","16"
"Crack","33","32","23","16","18","CL0","16"
"Ecstasy","33","32","23","16","18","CL0","16"
"Heroin","33","32","23","16","18","CL0","16"
"Ketamine","33","32","23","16","18","CL0","16"
"Legalh","33","32","23","16","18","CL3","16"
"LSD","33","32","23","16","18","CL3","16"
"Meth","33","32","23","16","18","CL0","16"
"Mushrooms","33","32","23","16","18","CL0","16"
"Nicotine","33","32","23","16","18","CL6","16"
"Semer","33","32","23","16","18","CL0","16"
"VSA","33","32","23","16","18","CL0","16"
"Alcohol","30","32","29","21","21","CL5","18"
"Amphet","30","32","29","21","21","CL3","18"
"Amyl","30","32","29","21","21","CL0","18"
"Benzos","30","32","29","21","21","CL3","18"
"Caff","30","32","29","21","21","CL6","18"
"Cannabis","30","32","29","21","21","CL5","18"
"Choc","30","32","29","21","21","CL5","18"
"Coke","30","32","29","21","21","CL2","18"
"Crack","30","32","29","21","21","CL0","18"
"Ecstasy","30","32","29","21","21","CL0","18"
"Heroin","30","32","29","21","21","CL0","18"
"Ketamine","30","32","29","21","21","CL0","18"
"Legalh","30","32","29","21","21","CL4","18"
"LSD","30","32","29","21","21","CL0","18"
"Meth","30","32","29","21","21","CL3","18"
"Mushrooms","30","32","29","21","21","CL4","18"
"Nicotine","30","32","29","21","21","CL3","18"
"Semer","30","32","29","21","21","CL0","18"
"VSA","30","32","29","21","21","CL0","18"
"Alcohol","34","24","28","16","13","CL6","Some College"
"Amphet","34","24","28","16","13","CL3","Some College"
"Amyl","34","24","28","16","13","CL0","Some College"
"Benzos","34","24","28","16","13","CL4","Some College"
"Caff","34","24","28","16","13","CL6","Some College"
"Cannabis","34","24","28","16","13","CL6","Some College"
"Choc","34","24","28","16","13","CL5","Some College"
"Coke","34","24","28","16","13","CL0","Some College"
"Crack","34","24","28","16","13","CL0","Some College"
"Ecstasy","34","24","28","16","13","CL0","Some College"
"Heroin","34","24","28","16","13","CL0","Some College"
"Ketamine","34","24","28","16","13","CL0","Some College"
"Legalh","34","24","28","16","13","CL3","Some College"
"LSD","34","24","28","16","13","CL4","Some College"
"Meth","34","24","28","16","13","CL2","Some College"
"Mushrooms","34","24","28","16","13","CL3","Some College"
"Nicotine","34","24","28","16","13","CL6","Some College"
"Semer","34","24","28","16","13","CL0","Some College"
"VSA","34","24","28","16","13","CL3","Some College"
"Alcohol"," 9","36","25","14","26","CL6","University Degree"
"Amphet"," 9","36","25","14","26","CL0","University Degree"
"Amyl"," 9","36","25","14","26","CL2","University Degree"
"Benzos"," 9","36","25","14","26","CL0","University Degree"
"Caff"," 9","36","25","14","26","CL6","University Degree"
"Cannabis"," 9","36","25","14","26","CL6","University Degree"
"Choc"," 9","36","25","14","26","CL5","University Degree"
"Coke"," 9","36","25","14","26","CL0","University Degree"
"Crack"," 9","36","25","14","26","CL0","University Degree"
"Ecstasy"," 9","36","25","14","26","CL0","University Degree"
"Heroin"," 9","36","25","14","26","CL0","University Degree"
"Ketamine"," 9","36","25","14","26","CL0","University Degree"
"Legalh"," 9","36","25","14","26","CL0","University Degree"
"LSD"," 9","36","25","14","26","CL0","University Degree"
"Meth"," 9","36","25","14","26","CL0","University Degree"
"Mushrooms"," 9","36","25","14","26","CL0","University Degree"
"Nicotine"," 9","36","25","14","26","CL6","University Degree"
"Semer"," 9","36","25","14","26","CL0","University Degree"
"VSA"," 9","36","25","14","26","CL0","University Degree"
"Alcohol","11","30","31","24","24","CL5","Some College"
"Amphet","11","30","31","24","24","CL6","Some College"
"Amyl","11","30","31","24","24","CL2","Some College"
"Benzos","11","30","31","24","24","CL5","Some College"
"Caff","11","30","31","24","24","CL6","Some College"
"Cannabis","11","30","31","24","24","CL6","Some College"
"Choc","11","30","31","24","24","CL6","Some College"
"Coke","11","30","31","24","24","CL4","Some College"
"Crack","11","30","31","24","24","CL3","Some College"
"Ecstasy","11","30","31","24","24","CL4","Some College"
"Heroin","11","30","31","24","24","CL0","Some College"
"Ketamine","11","30","31","24","24","CL3","Some College"
"Legalh","11","30","31","24","24","CL5","Some College"
"LSD","11","30","31","24","24","CL4","Some College"
"Meth","11","30","31","24","24","CL0","Some College"
"Mushrooms","11","30","31","24","24","CL3","Some College"
"Nicotine","11","30","31","24","24","CL6","Some College"
"Semer","11","30","31","24","24","CL0","Some College"
"VSA","11","30","31","24","24","CL4","Some College"
"Alcohol","14","17","28","32","21","CL3","<16"
"Amphet","14","17","28","32","21","CL0","<16"
"Amyl","14","17","28","32","21","CL0","<16"
"Benzos","14","17","28","32","21","CL2","<16"
"Caff","14","17","28","32","21","CL6","<16"
"Cannabis","14","17","28","32","21","CL4","<16"
"Choc","14","17","28","32","21","CL6","<16"
"Coke","14","17","28","32","21","CL0","<16"
"Crack","14","17","28","32","21","CL0","<16"
"Ecstasy","14","17","28","32","21","CL0","<16"
"Heroin","14","17","28","32","21","CL0","<16"
"Ketamine","14","17","28","32","21","CL0","<16"
"Legalh","14","17","28","32","21","CL3","<16"
"LSD","14","17","28","32","21","CL4","<16"
"Meth","14","17","28","32","21","CL0","<16"
"Mushrooms","14","17","28","32","21","CL5","<16"
"Nicotine","14","17","28","32","21","CL2","<16"
"Semer","14","17","28","32","21","CL0","<16"
"VSA","14","17","28","32","21","CL1","<16"
"Alcohol","23","30","29","29","23","CL5","University Degree"
"Amphet","23","30","29","29","23","CL6","University Degree"
"Amyl","23","30","29","29","23","CL4","University Degree"
"Benzos","23","30","29","29","23","CL4","University Degree"
"Caff","23","30","29","29","23","CL6","University Degree"
"Cannabis","23","30","29","29","23","CL6","University Degree"
"Choc","23","30","29","29","23","CL6","University Degree"
"Coke","23","30","29","29","23","CL3","University Degree"
"Crack","23","30","29","29","23","CL0","University Degree"
"Ecstasy","23","30","29","29","23","CL2","University Degree"
"Heroin","23","30","29","29","23","CL0","University Degree"
"Ketamine","23","30","29","29","23","CL0","University Degree"
"Legalh","23","30","29","29","23","CL6","University Degree"
"LSD","23","30","29","29","23","CL3","University Degree"
"Meth","23","30","29","29","23","CL0","University Degree"
"Mushrooms","23","30","29","29","23","CL3","University Degree"
"Nicotine","23","30","29","29","23","CL6","University Degree"
"Semer","23","30","29","29","23","CL0","University Degree"
"VSA","23","30","29","29","23","CL0","University Degree"
"Alcohol","35","11","25","23"," 5","CL5","Some College"
"Amphet","35","11","25","23"," 5","CL3","Some College"
"Amyl","35","11","25","23"," 5","CL0","Some College"
"Benzos","35","11","25","23"," 5","CL3","Some College"
"Caff","35","11","25","23"," 5","CL5","Some College"
"Cannabis","35","11","25","23"," 5","CL4","Some College"
"Choc","35","11","25","23"," 5","CL4","Some College"
"Coke","35","11","25","23"," 5","CL3","Some College"
"Crack","35","11","25","23"," 5","CL3","Some College"
"Ecstasy","35","11","25","23"," 5","CL4","Some College"
"Heroin","35","11","25","23"," 5","CL2","Some College"
"Ketamine","35","11","25","23"," 5","CL0","Some College"
"Legalh","35","11","25","23"," 5","CL4","Some College"
"LSD","35","11","25","23"," 5","CL3","Some College"
"Meth","35","11","25","23"," 5","CL3","Some College"
"Mushrooms","35","11","25","23"," 5","CL3","Some College"
"Nicotine","35","11","25","23"," 5","CL6","Some College"
"Semer","35","11","25","23"," 5","CL0","Some College"
"VSA","35","11","25","23"," 5","CL2","Some College"
"Alcohol","16","32","18","20","25","CL5","Some College"
"Amphet","16","32","18","20","25","CL0","Some College"
"Amyl","16","32","18","20","25","CL0","Some College"
"Benzos","16","32","18","20","25","CL0","Some College"
"Caff","16","32","18","20","25","CL6","Some College"
"Cannabis","16","32","18","20","25","CL3","Some College"
"Choc","16","32","18","20","25","CL6","Some College"
"Coke","16","32","18","20","25","CL0","Some College"
"Crack","16","32","18","20","25","CL0","Some College"
"Ecstasy","16","32","18","20","25","CL0","Some College"
"Heroin","16","32","18","20","25","CL0","Some College"
"Ketamine","16","32","18","20","25","CL0","Some College"
"Legalh","16","32","18","20","25","CL3","Some College"
"LSD","16","32","18","20","25","CL0","Some College"
"Meth","16","32","18","20","25","CL0","Some College"
"Mushrooms","16","32","18","20","25","CL0","Some College"
"Nicotine","16","32","18","20","25","CL3","Some College"
"Semer","16","32","18","20","25","CL0","Some College"
"VSA","16","32","18","20","25","CL0","Some College"
"Alcohol","25","26","14","26","20","CL6","18"
"Amphet","25","26","14","26","20","CL5","18"
"Amyl","25","26","14","26","20","CL4","18"
"Benzos","25","26","14","26","20","CL3","18"
"Caff","25","26","14","26","20","CL5","18"
"Cannabis","25","26","14","26","20","CL5","18"
"Choc","25","26","14","26","20","CL6","18"
"Coke","25","26","14","26","20","CL3","18"
"Crack","25","26","14","26","20","CL0","18"
"Ecstasy","25","26","14","26","20","CL4","18"
"Heroin","25","26","14","26","20","CL0","18"
"Ketamine","25","26","14","26","20","CL2","18"
"Legalh","25","26","14","26","20","CL3","18"
"LSD","25","26","14","26","20","CL2","18"
"Meth","25","26","14","26","20","CL6","18"
"Mushrooms","25","26","14","26","20","CL0","18"
"Nicotine","25","26","14","26","20","CL5","18"
"Semer","25","26","14","26","20","CL0","18"
"VSA","25","26","14","26","20","CL0","18"
"Alcohol","28","24","15","20","21","CL5","Some College"
"Amphet","28","24","15","20","21","CL3","Some College"
"Amyl","28","24","15","20","21","CL2","Some College"
"Benzos","28","24","15","20","21","CL0","Some College"
"Caff","28","24","15","20","21","CL6","Some College"
"Cannabis","28","24","15","20","21","CL4","Some College"
"Choc","28","24","15","20","21","CL5","Some College"
"Coke","28","24","15","20","21","CL3","Some College"
"Crack","28","24","15","20","21","CL0","Some College"
"Ecstasy","28","24","15","20","21","CL4","Some College"
"Heroin","28","24","15","20","21","CL0","Some College"
"Ketamine","28","24","15","20","21","CL3","Some College"
"Legalh","28","24","15","20","21","CL3","Some College"
"LSD","28","24","15","20","21","CL1","Some College"
"Meth","28","24","15","20","21","CL0","Some College"
"Mushrooms","28","24","15","20","21","CL1","Some College"
"Nicotine","28","24","15","20","21","CL5","Some College"
"Semer","28","24","15","20","21","CL0","Some College"
"VSA","28","24","15","20","21","CL1","Some College"
"Alcohol","20","29","23","36","36","CL5","Some College"
"Amphet","20","29","23","36","36","CL6","Some College"
"Amyl","20","29","23","36","36","CL0","Some College"
"Benzos","20","29","23","36","36","CL4","Some College"
"Caff","20","29","23","36","36","CL6","Some College"
"Cannabis","20","29","23","36","36","CL3","Some College"
"Choc","20","29","23","36","36","CL6","Some College"
"Coke","20","29","23","36","36","CL4","Some College"
"Crack","20","29","23","36","36","CL0","Some College"
"Ecstasy","20","29","23","36","36","CL4","Some College"
"Heroin","20","29","23","36","36","CL0","Some College"
"Ketamine","20","29","23","36","36","CL4","Some College"
"Legalh","20","29","23","36","36","CL3","Some College"
"LSD","20","29","23","36","36","CL2","Some College"
"Meth","20","29","23","36","36","CL0","Some College"
"Mushrooms","20","29","23","36","36","CL3","Some College"
"Nicotine","20","29","23","36","36","CL4","Some College"
"Semer","20","29","23","36","36","CL4","Some College"
"VSA","20","29","23","36","36","CL3","Some College"
"Alcohol","26","17","13","27","16","CL5","Some College"
"Amphet","26","17","13","27","16","CL0","Some College"
